filename,width,height,class,xmin,ymin,xmax,ymax
batch_1/000054.jpg,1537,2049,Bottle,605.0, 259.0,1916.0,3245.0
batch_1/000054.jpg,1537,2049,Bottle,1051.0, 202.0,2023.0,3127.0
batch_1/000054.jpg,1537,2049,Bottle cap,1263.0, 202.0,1810.0,2351.0
batch_1/000061.jpg,1537,2049,Can,274.0, 723.0,2200.0,2895.0
batch_1/000021.jpg,2049,1537,Bottle,852.0, 638.0,2736.0,1828.0
batch_1/000021.jpg,2049,1537,Plastic bag & wrapper,256.0, 705.0,2727.0,1954.0
batch_1/000022.jpg,2049,1537,Bottle,647.0, 1033.0,2869.0,1913.0
batch_1/000022.jpg,2049,1537,Plastic bag & wrapper,313.0, 1400.0,2463.0,1672.0
batch_1/000023.jpg,1537,2049,Bottle,372.0, 1441.0,1830.0,2270.0
batch_1/000023.jpg,1537,2049,Can,1015.0, 979.0,1727.0,2263.0
batch_1/000023.jpg,1537,2049,Can,904.0, 1493.0,1705.0,2215.0
batch_1/000023.jpg,1537,2049,Can,683.0, 1550.0,1758.0,2152.0
batch_1/000023.jpg,1537,2049,Can,1043.0, 792.0,1681.0,2213.0
batch_1/000023.jpg,1537,2049,Pop tab,1162.0, 1166.0,1555.0,2076.0
batch_1/000023.jpg,1537,2049,Bottle cap,371.0, 1437.0,1568.0,2098.0
batch_1/000024.jpg,1537,2049,Can,218.0, 1457.0,1810.0,2322.0
batch_1/000024.jpg,1537,2049,Can,634.0, 860.0,1764.0,2281.0
batch_1/000024.jpg,1537,2049,Bottle,463.0, 1112.0,1663.0,2211.0
batch_1/000027.jpg,1537,2049,Can,668.0, 717.0,1992.0,2704.0
batch_1/000028.jpg,1537,2049,Plastic container,351.0, 460.0,2447.0,2732.0
batch_1/000030.jpg,1537,2049,Can,604.0, 1052.0,1724.0,2369.0
batch_1/000031.jpg,1537,2049,Can,470.0, 1040.0,1950.0,2370.0
batch_1/000042.jpg,2049,1537,Can,664.0, 619.0,2288.0,1807.0
batch_1/000042.jpg,2049,1537,Can,1179.0, 662.0,2335.0,1802.0
batch_1/000042.jpg,2049,1537,Pop tab,753.0, 722.0,2130.0,1650.0
batch_1/000042.jpg,2049,1537,Pop tab,1318.0, 677.0,2114.0,1635.0
batch_1/000050.jpg,1537,2049,Can,642.0, 854.0,2370.0,2853.0
batch_1/000050.jpg,1537,2049,Plastic bag & wrapper,124.0, 735.0,1929.0,2599.0
batch_1/000059.jpg,1537,2049,Can,656.0, 705.0,1856.0,2890.0
batch_1/000059.jpg,1537,2049,Paper,744.0, 551.0,2329.0,2826.0
batch_1/000059.jpg,1537,2049,Paper,975.0, 221.0,2098.0,2375.0
batch_1/000059.jpg,1537,2049,Carton,1032.0, 281.0,1565.0,2195.0
batch_1/000000.jpg,1537,2049,Bottle,710.0, 1225.0,1690.0,2247.0
batch_1/000013.jpg,1537,2049,Bottle,811.0, 1123.0,1736.0,2399.0
batch_1/000015.jpg,1537,2049,Plastic bag & wrapper,1346.0, 1367.0,1728.0,2341.0
batch_1/000015.jpg,1537,2049,Plastic bag & wrapper,828.0, 1058.0,1730.0,2236.0
batch_1/000016.jpg,1537,2049,Bottle,593.0, 934.0,1969.0,2287.0
batch_1/000017.jpg,1537,2049,Bottle,713.0, 530.0,1728.0,2422.0
batch_1/000025.jpg,1537,2049,Can,323.0, 1055.0,2024.0,2401.0
batch_1/000025.jpg,1537,2049,Pop tab,749.0, 1289.0,1562.0,2135.0
batch_1/000025.jpg,1537,2049,Paper,1426.0, 1294.0,1647.0,2322.0
batch_1/000029.jpg,1537,2049,Can,652.0, 874.0,1962.0,2738.0
batch_1/000035.jpg,1537,2049,Bottle,33.0, 230.0,2139.0,3365.0
batch_1/000035.jpg,1537,2049,Bottle,807.0, 103.0,2247.0,3662.0
batch_1/000035.jpg,1537,2049,Cup,886.0, 522.0,1851.0,2481.0
batch_1/000037.jpg,2049,1537,Can,929.0, 557.0,2428.0,2037.0
batch_1/000037.jpg,2049,1537,Can,494.0, 531.0,2421.0,2070.0
batch_1/000037.jpg,2049,1537,Can,709.0, 271.0,2345.0,2019.0
batch_1/000037.jpg,2049,1537,Pop tab,658.0, 639.0,2186.0,1627.0
batch_1/000037.jpg,2049,1537,Pop tab,781.0, 293.0,2150.0,1613.0
batch_1/000045.jpg,2049,1537,Can,564.0, 1303.0,2571.0,1770.0
batch_1/000045.jpg,2049,1537,Can,0.0, 452.0,2486.0,2041.0
batch_1/000045.jpg,2049,1537,Can,395.0, 475.0,2473.0,2023.0
batch_1/000045.jpg,2049,1537,Can,804.0, 465.0,2388.0,2038.0
batch_1/000045.jpg,2049,1537,Can,1128.0, 327.0,2545.0,2185.0
batch_1/000045.jpg,2049,1537,Can,1583.0, 315.0,2515.0,2206.0
batch_1/000038.jpg,2049,1537,Can,238.0, 686.0,2450.0,2012.0
batch_1/000038.jpg,2049,1537,Can,802.0, 410.0,2462.0,1881.0
batch_1/000038.jpg,2049,1537,Can,1498.0, 636.0,2454.0,2014.0
batch_1/000038.jpg,2049,1537,Pop tab,392.0, 764.0,2206.0,1617.0
batch_1/000038.jpg,2049,1537,Pop tab,1134.0, 570.0,2113.0,1620.0
batch_1/000038.jpg,2049,1537,Pop tab,1719.0, 752.0,2189.0,1635.0
batch_1/000065.JPG,3264,2448,Lid,53.0, 480.0,4305.0,3495.0
batch_1/000065.JPG,3264,2448,Lid,1414.0, 1285.0,3863.0,3042.0
batch_1/000065.JPG,3264,2448,Carton,1824.0, 475.0,4292.0,3183.0
batch_1/000065.JPG,3264,2448,Carton,1183.0, 55.0,4270.0,3502.0
batch_1/000066.JPG,3264,2448,Carton,413.0, 1120.0,4407.0,3370.0
batch_1/000067.JPG,2448,3264,Carton,31.0, 194.0,4148.0,5371.0
batch_1/000068.JPG,2448,3264,Straw,898.0, 1777.0,3218.0,3461.0
batch_1/000069.JPG,2448,3264,Can,1050.0, 1654.0,2858.0,3617.0
batch_1/000070.JPG,2448,3264,Can,1038.0, 1111.0,2703.0,3901.0
batch_1/000071.JPG,2448,3264,Carton,1024.0, 1397.0,3004.0,3856.0
batch_1/000072.JPG,2448,3264,Plastic bag & wrapper,704.0, 1301.0,3131.0,3855.0
batch_1/000072.JPG,2448,3264,Paper,1.0, 1413.0,3262.0,4294.0
batch_1/000073.JPG,2448,3264,Can,940.0, 837.0,2940.0,3975.0
batch_1/000074.JPG,2448,3264,Cup,1205.0, 1905.0,2659.0,3535.0
batch_1/000076.JPG,2448,3264,Straw,603.0, 1908.0,2830.0,3623.0
batch_1/000078.JPG,2448,3264,Paper bag,421.0, 1009.0,3810.0,5210.0
batch_1/000079.JPG,2448,3264,Paper bag,257.0, 1089.0,4160.0,5045.0
batch_1/000081.JPG,2448,3264,Bottle,749.0, 1972.0,2892.0,3548.0
batch_1/000081.JPG,2448,3264,Bottle cap,1135.0, 1972.0,2505.0,3355.0
batch_1/000082.JPG,2448,3264,Plastic bag & wrapper,966.0, 1399.0,2973.0,3749.0
batch_1/000083.JPG,2448,3264,Cup,942.0, 950.0,2942.0,3768.0
batch_1/000083.JPG,2448,3264,Lid,1390.0, 915.0,2726.0,3828.0
batch_1/000084.JPG,2448,3264,Cup,701.0, 2191.0,3053.0,3823.0
batch_1/000084.JPG,2448,3264,Lid,1070.0, 2180.0,2754.0,3690.0
batch_1/000084.JPG,2448,3264,Can,1090.0, 411.0,2618.0,3412.0
batch_1/000084.JPG,2448,3264,Can,1905.0, 284.0,2594.0,3415.0
batch_1/000085.JPG,2448,3264,Straw,871.0, 1258.0,3289.0,3577.0
batch_1/000085.JPG,2448,3264,Broken glass,1562.0, 1159.0,2517.0,3360.0
batch_1/000085.JPG,2448,3264,Broken glass,2355.0, 1425.0,2522.0,3308.0
batch_1/000086.JPG,2448,3264,Plastic utensils,1246.0, 1052.0,2855.0,3827.0
batch_1/000087.JPG,2448,3264,Paper bag,1018.0, 1125.0,2806.0,3661.0
batch_1/000088.JPG,2448,3264,Can,311.0, 1648.0,3313.0,4117.0
batch_1/000088.JPG,2448,3264,Glass jar,1633.0, 1055.0,3172.0,4460.0
batch_1/000088.JPG,2448,3264,Lid,1833.0, 1055.0,2967.0,3629.0
batch_1/000088.JPG,2448,3264,Paper,829.0, 2.0,3644.0,4531.0
batch_1/000090.JPG,2448,3264,Can,608.0, 439.0,3379.0,4456.0
batch_1/000090.JPG,2448,3264,Food waste,1118.0, 1008.0,2834.0,3644.0
batch_1/000091.JPG,3264,2448,Squeezable tube,0.0, 414.0,5454.0,4049.0
batch_1/000091.JPG,3264,2448,Bottle cap,2593.0, 914.0,3846.0,2889.0
batch_1/000092.JPG,2448,3264,Carton,277.0, 686.0,3581.0,4462.0
batch_1/000092.JPG,2448,3264,Plastic container,1533.0, 926.0,3066.0,3920.0
batch_1/000092.JPG,2448,3264,Plastic bag & wrapper,1535.0, 926.0,3062.0,3789.0
batch_1/000093.JPG,2448,3264,Plastic container,1278.0, 1841.0,3050.0,3918.0
batch_1/000094.JPG,2448,3264,Plastic bag & wrapper,311.0, 729.0,3955.0,5003.0
batch_1/000094.JPG,2448,3264,Food waste,665.0, 936.0,3505.0,4287.0
batch_1/000095.JPG,2448,3264,Plastic bag & wrapper,620.0, 1033.0,4197.0,5425.0
batch_1/000095.JPG,2448,3264,Shoe,959.0, 583.0,2814.0,3785.0
batch_1/000095.JPG,2448,3264,Shoe,480.0, 541.0,2931.0,3996.0
batch_1/000096.JPG,2448,3264,Plastic bag & wrapper,597.0, 1008.0,3666.0,4390.0
batch_1/000062.JPG,2448,3264,Can,870.0, 673.0,3068.0,3650.0
batch_1/000062.JPG,2448,3264,Can,1447.0, 829.0,3051.0,3925.0
batch_1/000062.JPG,2448,3264,Bottle,657.0, 1036.0,3283.0,3625.0
batch_1/000062.JPG,2448,3264,Pop tab,1472.0, 1384.0,2557.0,3308.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,0.0, 2135.0,2888.0,4009.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,1963.0, 405.0,2529.0,3311.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,524.0, 1487.0,3326.0,4691.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,625.0, 2233.0,2851.0,3725.0
batch_1/000062.JPG,2448,3264,Plastic bag & wrapper,1904.0, 49.0,2628.0,3412.0
batch_1/000062.JPG,2448,3264,Aluminium foil,2016.0, 1783.0,2565.0,3351.0
batch_1/000062.JPG,2448,3264,Aluminium foil,1065.0, 2681.0,2506.0,3381.0
batch_1/000062.JPG,2448,3264,Paper,1113.0, 411.0,2553.0,3444.0
batch_1/000062.JPG,2448,3264,Bottle cap,657.0, 1217.0,2528.0,3424.0
batch_1/000098.JPG,2448,3264,Bottle,571.0, 985.0,2895.0,4078.0
batch_1/000098.JPG,2448,3264,Plastic bag & wrapper,1751.0, 2342.0,2622.0,3354.0
batch_1/000098.JPG,2448,3264,Bottle cap,1998.0, 1730.0,2533.0,3331.0
batch_1/000098.JPG,2448,3264,Bottle cap,797.0, 985.0,2544.0,3317.0
batch_1/000098.JPG,2448,3264,Pop tab,1913.0, 2526.0,2573.0,3359.0
batch_1/000099.JPG,2448,3264,Plastic bag & wrapper,657.0, 15.0,3001.0,3847.0
batch_1/000099.JPG,2448,3264,Lid,850.0, 1772.0,2872.0,3682.0
batch_1/000064.JPG,2448,3264,Cup,913.0, 1077.0,3054.0,3855.0
batch_1/000100.JPG,2448,3264,Cup,930.0, 615.0,3154.0,3973.0
batch_1/000101.JPG,2448,3264,Straw,1040.0, 59.0,3358.0,5516.0
batch_1/000101.JPG,2448,3264,Cup,439.0, 1055.0,3893.0,4637.0
batch_1/000102.JPG,2448,3264,Carton,812.0, 1171.0,3652.0,4089.0
batch_1/000102.JPG,2448,3264,Carton,955.0, 340.0,3488.0,4142.0
batch_1/000102.JPG,2448,3264,Carton,1824.0, 720.0,3058.0,4082.0
batch_1/000102.JPG,2448,3264,Food waste,1177.0, 1887.0,2500.0,3312.0
batch_1/000102.JPG,2448,3264,Food waste,1014.0, 1875.0,2498.0,3310.0
batch_1/000102.JPG,2448,3264,Unlabeled litter,1097.0, 222.0,2554.0,3334.0
batch_1/000104.JPG,3264,2448,Blister pack,1958.0, 128.0,3828.0,3133.0
batch_1/000104.JPG,3264,2448,Battery,1322.0, 425.0,3575.0,2663.0
batch_1/000104.JPG,3264,2448,Can,734.0, 1236.0,4456.0,3601.0
batch_1/000104.JPG,3264,2448,Bottle cap,2245.0, 1878.0,3548.0,2718.0
batch_1/000104.JPG,3264,2448,Bottle cap,2493.0, 1045.0,3524.0,2632.0
batch_1/000104.JPG,3264,2448,Squeezable tube,2493.0, 1044.0,3953.0,3677.0
batch_1/000104.JPG,3264,2448,Squeezable tube,1545.0, 1010.0,3639.0,2903.0
batch_1/000105.JPG,2448,3264,Plastic bag & wrapper,848.0, 1113.0,3547.0,4682.0
batch_1/000106.JPG,2448,3264,Carton,1105.0, 827.0,3204.0,3559.0
batch_1/000106.JPG,2448,3264,Carton,760.0, 1661.0,2971.0,3459.0
batch_1/000106.JPG,2448,3264,Carton,951.0, 2782.0,2747.0,3686.0
batch_1/000106.JPG,2448,3264,Bottle,1680.0, 2500.0,2726.0,3946.0
batch_1/000106.JPG,2448,3264,Bottle,2030.0, 2438.0,2865.0,3899.0
batch_1/000106.JPG,2448,3264,Bottle cap,2112.0, 2439.0,2784.0,3493.0
batch_1/000107.JPG,2448,3264,Can,2039.0, 1606.0,2808.0,3800.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,1909.0, 544.0,2648.0,3532.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,2061.0, 501.0,2637.0,3550.0
batch_1/000107.JPG,2448,3264,Plastic bag & wrapper,2153.0, 413.0,2640.0,3541.0
batch_1/000107.JPG,2448,3264,Pop tab,2223.0, 2025.0,2549.0,3356.0
batch_1/000108.JPG,2448,3264,Rope & strings,821.0, 1683.0,3131.0,3989.0
batch_1/000110.JPG,2448,3264,Plastic bag & wrapper,676.0, 546.0,2660.0,3556.0
batch_1/000110.JPG,2448,3264,Can,779.0, 2933.0,2688.0,3380.0
batch_1/000111.JPG,2448,3264,Can,844.0, 2332.0,2705.0,3560.0
batch_1/000111.JPG,2448,3264,Can,434.0, 1871.0,2635.0,3545.0
batch_1/000111.JPG,2448,3264,Plastic container,839.0, 1845.0,2689.0,3639.0
batch_1/000115.JPG,3264,2448,Carton,1523.0, 1057.0,3828.0,2987.0
batch_1/000115.JPG,3264,2448,Bottle,361.0, 520.0,3962.0,2779.0
batch_1/000115.JPG,3264,2448,Bottle cap,993.0, 520.0,3329.0,2545.0
batch_1/000115.JPG,3264,2448,Can,2278.0, 759.0,3721.0,2661.0
batch_1/000115.JPG,3264,2448,Plastic container,2981.0, 151.0,3547.0,2742.0
batch_1/000115.JPG,3264,2448,Paper,2427.0, 845.0,3677.0,2710.0
batch_1/000115.JPG,3264,2448,Unlabeled litter,2728.0, 797.0,3395.0,2532.0
batch_1/000115.JPG,3264,2448,Unlabeled litter,2803.0, 116.0,3366.0,2561.0
batch_1/000117.JPG,2448,3264,Cup,1555.0, 799.0,2843.0,3766.0
batch_1/000117.JPG,2448,3264,Lid,1591.0, 799.0,2804.0,3583.0
batch_1/000117.JPG,2448,3264,Unlabeled litter,2195.0, 538.0,2518.0,3332.0
batch_1/000117.JPG,2448,3264,Paper,2185.0, 1042.0,2560.0,3532.0
batch_1/000118.JPG,2448,3264,Plastic bag & wrapper,831.0, 1289.0,2796.0,3515.0
batch_1/000119.JPG,2448,3264,Food waste,922.0, 1748.0,2940.0,4039.0
batch_1/000120.JPG,2448,3264,Plastic bag & wrapper,593.0, 1208.0,3759.0,4120.0
batch_1/000121.JPG,2448,3264,Bottle cap,728.0, 2087.0,2640.0,3468.0
batch_1/000121.JPG,2448,3264,Bottle cap,1050.0, 1243.0,2615.0,3383.0
batch_1/000122.JPG,2448,3264,Bottle cap,654.0, 1783.0,2574.0,3378.0
batch_1/000004.jpg,1241,751,Can,649.0, 55.0,1334.0,839.0
batch_1/000124.JPG,2448,3264,Styrofoam piece,489.0, 124.0,4209.0,6389.0
batch_1/000124.JPG,2448,3264,Aluminium foil,808.0, 2039.0,3057.0,3980.0
batch_1/000124.JPG,2448,3264,Aluminium foil,1318.0, 2098.0,2821.0,3752.0
batch_1/000127.JPG,2448,3264,Can,1.0, 1727.0,3297.0,4481.0
batch_1/000127.JPG,2448,3264,Can,768.0, 1254.0,3410.0,3939.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,0.0, 702.0,3325.0,4665.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,200.0, 1601.0,4696.0,4927.0
batch_1/000127.JPG,2448,3264,Plastic bag & wrapper,1.0, 0.0,4895.0,4361.0
batch_1/000127.JPG,2448,3264,Carton,661.0, 97.0,4235.0,4476.0
batch_1/000127.JPG,2448,3264,Carton,1711.0, 1285.0,3184.0,4222.0
batch_1/000127.JPG,2448,3264,Plastic container,0.0, 158.0,3980.0,4420.0
batch_1/000127.JPG,2448,3264,Plastic container,634.0, 71.0,2961.0,3427.0
batch_1/000127.JPG,2448,3264,Paper,434.0, 84.0,2739.0,3452.0
batch_1/000128.JPG,2448,3264,Carton,0.0, 0.0,3976.0,4951.0
batch_1/000128.JPG,2448,3264,Carton,52.0, 71.0,3206.0,3918.0
batch_1/000128.JPG,2448,3264,Carton,0.0, 1093.0,4384.0,5020.0
batch_1/000128.JPG,2448,3264,Can,1102.0, 861.0,3059.0,3603.0
batch_1/000128.JPG,2448,3264,Can,1505.0, 401.0,2991.0,3831.0
batch_1/000128.JPG,2448,3264,Can,1850.0, 1007.0,3046.0,3795.0
batch_1/000128.JPG,2448,3264,Carton,1694.0, 727.0,3050.0,3802.0
batch_1/000128.JPG,2448,3264,Pop tab,2294.0, 1152.0,2602.0,3425.0
batch_1/000128.JPG,2448,3264,Bottle,954.0, 1582.0,3940.0,4554.0
batch_1/000128.JPG,2448,3264,Bottle cap,953.0, 2663.0,2621.0,3475.0
batch_1/000128.JPG,2448,3264,Plastic bag & wrapper,0.0, 2601.0,3316.0,3881.0
batch_1/000128.JPG,2448,3264,Aluminium foil,739.0, 2488.0,3152.0,3834.0
batch_1/000128.JPG,2448,3264,Aluminium foil,1447.0, 2388.0,3449.0,4140.0
batch_1/000129.JPG,2448,3264,Carton,0.0, 1139.0,4842.0,5227.0
batch_1/000129.JPG,2448,3264,Can,618.0, 1224.0,2697.0,3506.0
batch_1/000129.JPG,2448,3264,Carton,984.0, 901.0,2888.0,3897.0
batch_1/000129.JPG,2448,3264,Carton,1014.0, 805.0,2895.0,3626.0
batch_1/000129.JPG,2448,3264,Carton,1196.0, 549.0,2710.0,3540.0
batch_1/000129.JPG,2448,3264,Carton,1479.0, 772.0,3044.0,3592.0
batch_1/000129.JPG,2448,3264,Carton,335.0, 641.0,3068.0,3775.0
batch_1/000028.jpg,1537,2049,Cigarette,454.0, 1437.0,1573.0,2151.0
batch_1/000068.JPG,2448,3264,Cigarette,170.0, 1508.0,2534.0,3418.0
batch_1/000068.JPG,2448,3264,Cigarette,130.0, 1348.0,2526.0,3362.0
batch_1/000072.JPG,2448,3264,Cigarette,968.0, 2492.0,2586.0,3390.0
batch_1/000074.JPG,2448,3264,Cigarette,1776.0, 1222.0,2486.0,3274.0
batch_1/000076.JPG,2448,3264,Cigarette,548.0, 1836.0,2500.0,3316.0
batch_1/000076.JPG,2448,3264,Cigarette,368.0, 1658.0,2504.0,3322.0
batch_1/000076.JPG,2448,3264,Cigarette,302.0, 1634.0,2524.0,3344.0
batch_1/000076.JPG,2448,3264,Cigarette,54.0, 1340.0,2508.0,3326.0
batch_1/000076.JPG,2448,3264,Cigarette,1180.0, 876.0,2522.0,3334.0
batch_1/000076.JPG,2448,3264,Cigarette,1026.0, 1004.0,2518.0,3334.0
batch_1/000081.JPG,2448,3264,Cigarette,1388.0, 2610.0,2512.0,3360.0
batch_1/000085.JPG,2448,3264,Cigarette,1338.0, 1236.0,2522.0,3310.0
batch_1/000085.JPG,2448,3264,Cigarette,1536.0, 1146.0,2566.0,3296.0
batch_1/000085.JPG,2448,3264,Cigarette,1590.0, 1214.0,2572.0,3350.0
batch_1/000085.JPG,2448,3264,Cigarette,1676.0, 1424.0,2482.0,3366.0
batch_1/000085.JPG,2448,3264,Cigarette,1710.0, 1472.0,2552.0,3304.0
batch_1/000085.JPG,2448,3264,Cigarette,1854.0, 1278.0,2476.0,3346.0
batch_1/000086.JPG,2448,3264,Cigarette,740.0, 540.0,2570.0,3326.0
batch_1/000086.JPG,2448,3264,Cigarette,1396.0, 1630.0,2572.0,3350.0
batch_1/000087.JPG,2448,3264,Cigarette,148.0, 816.0,2508.0,3336.0
batch_1/000108.JPG,2448,3264,Cigarette,1296.0, 1512.0,2532.0,3380.0
batch_1/000115.JPG,3264,2448,Cigarette,474.0, 496.0,3354.0,2492.0
batch_1/000115.JPG,3264,2448,Cigarette,898.0, 346.0,3302.0,2466.0
batch_1/000115.JPG,3264,2448,Cigarette,248.0, 84.0,3328.0,2476.0
batch_1/000115.JPG,3264,2448,Cigarette,700.0, 1560.0,3322.0,2482.0
batch_1/000120.JPG,2448,3264,Cigarette,1822.0, 1026.0,2482.0,3308.0
batch_10/000000.jpg,1824,4000,Bottle,1370.0, 1291.0,2204.0,4150.0
batch_10/000001.jpg,4000,1824,Bottle,247.0, 101.04761,4458.0,2221.99999
batch_10/000001.jpg,4000,1824,Bottle cap,247.0, 427.0476,4077.0,1894.0
batch_10/000001.jpg,4000,1824,Unlabeled litter,295.0, 75.04761,4203.0,1951.99999
batch_10/000001.jpg,4000,1824,Unlabeled litter,869.0, 718.0476,4426.0,2072.0
batch_10/000001.jpg,4000,1824,Unlabeled litter,851.0, 751.0476,4191.0,2010.0
batch_10/000001.jpg,4000,1824,Squeezable tube,2231.0, 836.0476,4263.0,2030.0
batch_10/000001.jpg,4000,1824,Unlabeled litter,2436.9524, 873.0476,4083.0,1930.0
batch_10/000001.jpg,4000,1824,Bottle,2577.0952, 423.0476,4168.0,1963.0
batch_10/000001.jpg,4000,1824,Unlabeled litter,3007.0952, 874.0476,4064.0,1889.0
batch_10/000001.jpg,4000,1824,Unlabeled litter,2955.0952, 868.0476,4032.0,1836.0
